;
;  Proficy Historian SDK Data Export 
;  Generated: 02/17/2023 05:37:07 PM
;  Start Time: 02/16/2023 11:30:00 AM
;  End Time: 02/17/2023 12:30:00 AM
;  Interval: 60000 milliseconds
;  Records Returned: 780
;
Timestamp, SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
02/16/2023 14:45:00, -81.1, -39.7, -40, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:46:00, -81, -39.7, -40.1, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:47:00, -81, -39.8, -40.1, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:48:00, -81.1, -39.8, -40, -40, 0, 0, 2100, 452, 1047, 2100, -6.6
02/16/2023 14:49:00, -81.1, -39.8, -40, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:50:00, -81.2, -39.8, -40, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:51:00, -81.1, -39.7, -40, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:52:00, -81.1, -39.8, -40.1, -40, 0, 0, 2100, 450, 1047, 2100, -6.6
02/16/2023 14:53:00, -81.2, -39.8, -40, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:54:00, -81.1, -39.8, -40, -40, 0, 0, 2100, 450, 1047, 2100, -6.6
02/16/2023 14:55:00, -81.2, -39.8, -40, -40, 0, 0, 2100, 451, 1047, 2100, -6.6
02/16/2023 14:56:00, -81.2, -39.8, -40, -40, 0, 0, 2100, 450, 1047, 2100, -6.6
